id	name	category	provided_by
GOLD:gp0136312	gp0136312	biolink:Attribute	GOLD
GOLD:ga0120781	ga0120781	biolink:Attribute	GOLD
GOLD:gp0135016	gp0135016	biolink:Attribute	GOLD
GOLD:ga0122813	ga0122813	biolink:Attribute	GOLD
GOLD:gp0136175	gp0136175	biolink:Attribute	GOLD
GOLD:ga0122287	ga0122287	biolink:Attribute	GOLD
GOLD:gp0136241	gp0136241	biolink:Attribute	GOLD
GOLD:ga0122311	ga0122311	biolink:Attribute	GOLD
GOLD:gp0136265	gp0136265	biolink:Attribute	GOLD
GOLD:ga0121051	ga0121051	biolink:Attribute	GOLD
GOLD:gp0135283	gp0135283	biolink:Attribute	GOLD
GOLD:ga0120856	ga0120856	biolink:Attribute	GOLD
GOLD:gp0135091	gp0135091	biolink:Attribute	GOLD
GOLD:ga0121326	ga0121326	biolink:Attribute	GOLD
GOLD:gp0135545	gp0135545	biolink:Attribute	GOLD
GOLD:ga0121584	ga0121584	biolink:Attribute	GOLD
GOLD:gp0135803	gp0135803	biolink:Attribute	GOLD
GOLD:ga0121714	ga0121714	biolink:Attribute	GOLD
GOLD:gp0135933	gp0135933	biolink:Attribute	GOLD
GOLD:ga0121155	ga0121155	biolink:Attribute	GOLD
GOLD:gp0135387	gp0135387	biolink:Attribute	GOLD
GOLD:ga0121627	ga0121627	biolink:Attribute	GOLD
GOLD:gp0135846	gp0135846	biolink:Attribute	GOLD
GOLD:ga0121215	ga0121215	biolink:Attribute	GOLD
GOLD:gp0135434	gp0135434	biolink:Attribute	GOLD
GOLD:ga0121130	ga0121130	biolink:Attribute	GOLD
GOLD:gp0135362	gp0135362	biolink:Attribute	GOLD
GOLD:ga0121076	ga0121076	biolink:Attribute	GOLD
GOLD:gp0135308	gp0135308	biolink:Attribute	GOLD
GOLD:ga0121134	ga0121134	biolink:Attribute	GOLD
GOLD:gp0135366	gp0135366	biolink:Attribute	GOLD
GOLD:ga0121526	ga0121526	biolink:Attribute	GOLD
GOLD:gp0135745	gp0135745	biolink:Attribute	GOLD
GOLD:ga0121523	ga0121523	biolink:Attribute	GOLD
GOLD:gp0135742	gp0135742	biolink:Attribute	GOLD
GOLD:ga0121531	ga0121531	biolink:Attribute	GOLD
GOLD:gp0135750	gp0135750	biolink:Attribute	GOLD
GOLD:ga0120881	ga0120881	biolink:Attribute	GOLD
GOLD:gp0135116	gp0135116	biolink:Attribute	GOLD
GOLD:ga0122014	ga0122014	biolink:Attribute	GOLD
GOLD:gp0135968	gp0135968	biolink:Attribute	GOLD
GOLD:ga0120777	ga0120777	biolink:Attribute	GOLD
GOLD:gp0135012	gp0135012	biolink:Attribute	GOLD
GOLD:ga0121056	ga0121056	biolink:Attribute	GOLD
GOLD:gp0135288	gp0135288	biolink:Attribute	GOLD
GOLD:ga0122772	ga0122772	biolink:Attribute	GOLD
GOLD:gp0136088	gp0136088	biolink:Attribute	GOLD
GOLD:ga0120851	ga0120851	biolink:Attribute	GOLD
GOLD:gp0135086	gp0135086	biolink:Attribute	GOLD
GOLD:ga0121534	ga0121534	biolink:Attribute	GOLD
GOLD:gp0135753	gp0135753	biolink:Attribute	GOLD
GOLD:ga0122275	ga0122275	biolink:Attribute	GOLD
GOLD:gp0136229	gp0136229	biolink:Attribute	GOLD
GOLD:ga0121527	ga0121527	biolink:Attribute	GOLD
GOLD:gp0135746	gp0135746	biolink:Attribute	GOLD
GOLD:ga0121528	ga0121528	biolink:Attribute	GOLD
GOLD:gp0135747	gp0135747	biolink:Attribute	GOLD
GOLD:ga0121525	ga0121525	biolink:Attribute	GOLD
GOLD:gp0135744	gp0135744	biolink:Attribute	GOLD
GOLD:ga0121711	ga0121711	biolink:Attribute	GOLD
GOLD:gp0135930	gp0135930	biolink:Attribute	GOLD
GOLD:ga0122761	ga0122761	biolink:Attribute	GOLD
GOLD:gp0136077	gp0136077	biolink:Attribute	GOLD
GOLD:ga0121524	ga0121524	biolink:Attribute	GOLD
GOLD:gp0135743	gp0135743	biolink:Attribute	GOLD
GOLD:ga0121367	ga0121367	biolink:Attribute	GOLD
GOLD:gp0135586	gp0135586	biolink:Attribute	GOLD
GOLD:ga0121532	ga0121532	biolink:Attribute	GOLD
GOLD:gp0135751	gp0135751	biolink:Attribute	GOLD
GOLD:ga0121529	ga0121529	biolink:Attribute	GOLD
GOLD:gp0135748	gp0135748	biolink:Attribute	GOLD
GOLD:ga0121530	ga0121530	biolink:Attribute	GOLD
GOLD:gp0135749	gp0135749	biolink:Attribute	GOLD
GOLD:ga0121182	ga0121182	biolink:Attribute	GOLD
GOLD:gp0135401	gp0135401	biolink:Attribute	GOLD
GOLD:ga0121465	ga0121465	biolink:Attribute	GOLD
GOLD:gp0135684	gp0135684	biolink:Attribute	GOLD
GOLD:ga0121466	ga0121466	biolink:Attribute	GOLD
GOLD:gp0135685	gp0135685	biolink:Attribute	GOLD
GOLD:ga0121467	ga0121467	biolink:Attribute	GOLD
GOLD:gp0135686	gp0135686	biolink:Attribute	GOLD
GOLD:ga0121371	ga0121371	biolink:Attribute	GOLD
GOLD:gp0135590	gp0135590	biolink:Attribute	GOLD
GOLD:ga0120821	ga0120821	biolink:Attribute	GOLD
GOLD:gp0135056	gp0135056	biolink:Attribute	GOLD
GOLD:ga0121511	ga0121511	biolink:Attribute	GOLD
GOLD:gp0135730	gp0135730	biolink:Attribute	GOLD
GOLD:ga0121443	ga0121443	biolink:Attribute	GOLD
GOLD:gp0135662	gp0135662	biolink:Attribute	GOLD
GOLD:ga0121258	ga0121258	biolink:Attribute	GOLD
GOLD:gp0135477	gp0135477	biolink:Attribute	GOLD
GOLD:ga0121425	ga0121425	biolink:Attribute	GOLD
GOLD:gp0135644	gp0135644	biolink:Attribute	GOLD
GOLD:ga0121428	ga0121428	biolink:Attribute	GOLD
GOLD:gp0135647	gp0135647	biolink:Attribute	GOLD
GOLD:ga0121516	ga0121516	biolink:Attribute	GOLD
GOLD:gp0135735	gp0135735	biolink:Attribute	GOLD
GOLD:ga0121345	ga0121345	biolink:Attribute	GOLD
GOLD:gp0135564	gp0135564	biolink:Attribute	GOLD
GOLD:ga0121497	ga0121497	biolink:Attribute	GOLD
GOLD:gp0135716	gp0135716	biolink:Attribute	GOLD
GOLD:ga0121349	ga0121349	biolink:Attribute	GOLD
GOLD:gp0135568	gp0135568	biolink:Attribute	GOLD
GOLD:ga0121294	ga0121294	biolink:Attribute	GOLD
GOLD:gp0135513	gp0135513	biolink:Attribute	GOLD
GOLD:ga0121252	ga0121252	biolink:Attribute	GOLD
GOLD:gp0135471	gp0135471	biolink:Attribute	GOLD
GOLD:ga0121498	ga0121498	biolink:Attribute	GOLD
GOLD:gp0135717	gp0135717	biolink:Attribute	GOLD
GOLD:ga0121469	ga0121469	biolink:Attribute	GOLD
GOLD:gp0135688	gp0135688	biolink:Attribute	GOLD
GOLD:ga0121374	ga0121374	biolink:Attribute	GOLD
GOLD:gp0135593	gp0135593	biolink:Attribute	GOLD
GOLD:ga0121422	ga0121422	biolink:Attribute	GOLD
GOLD:gp0135641	gp0135641	biolink:Attribute	GOLD
GOLD:ga0120965	ga0120965	biolink:Attribute	GOLD
GOLD:gp0135200	gp0135200	biolink:Attribute	GOLD
GOLD:ga0121351	ga0121351	biolink:Attribute	GOLD
GOLD:gp0135570	gp0135570	biolink:Attribute	GOLD
GOLD:ga0121347	ga0121347	biolink:Attribute	GOLD
GOLD:gp0135566	gp0135566	biolink:Attribute	GOLD
GOLD:ga0121259	ga0121259	biolink:Attribute	GOLD
GOLD:gp0135478	gp0135478	biolink:Attribute	GOLD
GOLD:ga0121343	ga0121343	biolink:Attribute	GOLD
GOLD:gp0135562	gp0135562	biolink:Attribute	GOLD
GOLD:ga0121354	ga0121354	biolink:Attribute	GOLD
GOLD:gp0135573	gp0135573	biolink:Attribute	GOLD
GOLD:ga0121421	ga0121421	biolink:Attribute	GOLD
GOLD:gp0135640	gp0135640	biolink:Attribute	GOLD
GOLD:ga0121444	ga0121444	biolink:Attribute	GOLD
GOLD:gp0135663	gp0135663	biolink:Attribute	GOLD
GOLD:ga0121386	ga0121386	biolink:Attribute	GOLD
GOLD:gp0135605	gp0135605	biolink:Attribute	GOLD
GOLD:ga0121318	ga0121318	biolink:Attribute	GOLD
GOLD:gp0135537	gp0135537	biolink:Attribute	GOLD
GOLD:ga0120906	ga0120906	biolink:Attribute	GOLD
GOLD:gp0135141	gp0135141	biolink:Attribute	GOLD
GOLD:ga0121342	ga0121342	biolink:Attribute	GOLD
GOLD:gp0135561	gp0135561	biolink:Attribute	GOLD
GOLD:ga0121283	ga0121283	biolink:Attribute	GOLD
GOLD:gp0135502	gp0135502	biolink:Attribute	GOLD
GOLD:ga0121330	ga0121330	biolink:Attribute	GOLD
GOLD:gp0135549	gp0135549	biolink:Attribute	GOLD
GOLD:ga0121509	ga0121509	biolink:Attribute	GOLD
GOLD:gp0135728	gp0135728	biolink:Attribute	GOLD
GOLD:ga0121432	ga0121432	biolink:Attribute	GOLD
GOLD:gp0135651	gp0135651	biolink:Attribute	GOLD
GOLD:ga0121362	ga0121362	biolink:Attribute	GOLD
GOLD:gp0135581	gp0135581	biolink:Attribute	GOLD
GOLD:ga0121366	ga0121366	biolink:Attribute	GOLD
GOLD:gp0135585	gp0135585	biolink:Attribute	GOLD
GOLD:ga0121352	ga0121352	biolink:Attribute	GOLD
GOLD:gp0135571	gp0135571	biolink:Attribute	GOLD
GOLD:ga0121477	ga0121477	biolink:Attribute	GOLD
GOLD:gp0135696	gp0135696	biolink:Attribute	GOLD
GOLD:ga0121506	ga0121506	biolink:Attribute	GOLD
GOLD:gp0135725	gp0135725	biolink:Attribute	GOLD
GOLD:ga0121475	ga0121475	biolink:Attribute	GOLD
GOLD:gp0135694	gp0135694	biolink:Attribute	GOLD
GOLD:ga0121500	ga0121500	biolink:Attribute	GOLD
GOLD:gp0135719	gp0135719	biolink:Attribute	GOLD
GOLD:ga0121332	ga0121332	biolink:Attribute	GOLD
GOLD:gp0135551	gp0135551	biolink:Attribute	GOLD
GOLD:ga0121357	ga0121357	biolink:Attribute	GOLD
GOLD:gp0135576	gp0135576	biolink:Attribute	GOLD
GOLD:ga0121492	ga0121492	biolink:Attribute	GOLD
GOLD:gp0135711	gp0135711	biolink:Attribute	GOLD
GOLD:ga0121397	ga0121397	biolink:Attribute	GOLD
GOLD:gp0135616	gp0135616	biolink:Attribute	GOLD
GOLD:ga0121353	ga0121353	biolink:Attribute	GOLD
GOLD:gp0135572	gp0135572	biolink:Attribute	GOLD
GOLD:ga0120808	ga0120808	biolink:Attribute	GOLD
GOLD:gp0135043	gp0135043	biolink:Attribute	GOLD
GOLD:ga0120815	ga0120815	biolink:Attribute	GOLD
GOLD:gp0135050	gp0135050	biolink:Attribute	GOLD
GOLD:ga0121377	ga0121377	biolink:Attribute	GOLD
GOLD:gp0135596	gp0135596	biolink:Attribute	GOLD
GOLD:ga0121327	ga0121327	biolink:Attribute	GOLD
GOLD:gp0135546	gp0135546	biolink:Attribute	GOLD
GOLD:ga0121364	ga0121364	biolink:Attribute	GOLD
GOLD:gp0135583	gp0135583	biolink:Attribute	GOLD
GOLD:ga0121350	ga0121350	biolink:Attribute	GOLD
GOLD:gp0135569	gp0135569	biolink:Attribute	GOLD
GOLD:ga0121487	ga0121487	biolink:Attribute	GOLD
GOLD:gp0135706	gp0135706	biolink:Attribute	GOLD
GOLD:ga0121384	ga0121384	biolink:Attribute	GOLD
GOLD:gp0135603	gp0135603	biolink:Attribute	GOLD
GOLD:ga0121355	ga0121355	biolink:Attribute	GOLD
GOLD:gp0135574	gp0135574	biolink:Attribute	GOLD
GOLD:ga0121381	ga0121381	biolink:Attribute	GOLD
GOLD:gp0135600	gp0135600	biolink:Attribute	GOLD
GOLD:ga0121348	ga0121348	biolink:Attribute	GOLD
GOLD:gp0135567	gp0135567	biolink:Attribute	GOLD
GOLD:ga0121400	ga0121400	biolink:Attribute	GOLD
GOLD:gp0135619	gp0135619	biolink:Attribute	GOLD
GOLD:ga0121356	ga0121356	biolink:Attribute	GOLD
GOLD:gp0135575	gp0135575	biolink:Attribute	GOLD
GOLD:ga0121519	ga0121519	biolink:Attribute	GOLD
GOLD:gp0135738	gp0135738	biolink:Attribute	GOLD
GOLD:ga0121273	ga0121273	biolink:Attribute	GOLD
GOLD:gp0135492	gp0135492	biolink:Attribute	GOLD
GOLD:ga0120793	ga0120793	biolink:Attribute	GOLD
GOLD:gp0135028	gp0135028	biolink:Attribute	GOLD
GOLD:ga0121340	ga0121340	biolink:Attribute	GOLD
GOLD:gp0135559	gp0135559	biolink:Attribute	GOLD
GOLD:ga0121365	ga0121365	biolink:Attribute	GOLD
GOLD:gp0135584	gp0135584	biolink:Attribute	GOLD
GOLD:ga0121291	ga0121291	biolink:Attribute	GOLD
GOLD:gp0135510	gp0135510	biolink:Attribute	GOLD
GOLD:ga0121515	ga0121515	biolink:Attribute	GOLD
GOLD:gp0135734	gp0135734	biolink:Attribute	GOLD
GOLD:ga0121275	ga0121275	biolink:Attribute	GOLD
GOLD:gp0135494	gp0135494	biolink:Attribute	GOLD
GOLD:ga0121282	ga0121282	biolink:Attribute	GOLD
GOLD:gp0135501	gp0135501	biolink:Attribute	GOLD
GOLD:ga0121404	ga0121404	biolink:Attribute	GOLD
GOLD:gp0135623	gp0135623	biolink:Attribute	GOLD
GOLD:ga0121284	ga0121284	biolink:Attribute	GOLD
GOLD:gp0135503	gp0135503	biolink:Attribute	GOLD
GOLD:ga0121382	ga0121382	biolink:Attribute	GOLD
GOLD:gp0135601	gp0135601	biolink:Attribute	GOLD
GOLD:ga0121478	ga0121478	biolink:Attribute	GOLD
GOLD:gp0135697	gp0135697	biolink:Attribute	GOLD
GOLD:ga0121392	ga0121392	biolink:Attribute	GOLD
GOLD:gp0135611	gp0135611	biolink:Attribute	GOLD
GOLD:ga0121319	ga0121319	biolink:Attribute	GOLD
GOLD:gp0135538	gp0135538	biolink:Attribute	GOLD
GOLD:ga0121473	ga0121473	biolink:Attribute	GOLD
GOLD:gp0135692	gp0135692	biolink:Attribute	GOLD
GOLD:ga0121344	ga0121344	biolink:Attribute	GOLD
GOLD:gp0135563	gp0135563	biolink:Attribute	GOLD
GOLD:ga0121496	ga0121496	biolink:Attribute	GOLD
GOLD:gp0135715	gp0135715	biolink:Attribute	GOLD
GOLD:ga0122062	ga0122062	biolink:Attribute	GOLD
GOLD:gp0136016	gp0136016	biolink:Attribute	GOLD
GOLD:ga0121518	ga0121518	biolink:Attribute	GOLD
GOLD:gp0135737	gp0135737	biolink:Attribute	GOLD
GOLD:ga0121488	ga0121488	biolink:Attribute	GOLD
GOLD:gp0135707	gp0135707	biolink:Attribute	GOLD
GOLD:ga0121514	ga0121514	biolink:Attribute	GOLD
GOLD:gp0135733	gp0135733	biolink:Attribute	GOLD
GOLD:ga0121341	ga0121341	biolink:Attribute	GOLD
GOLD:gp0135560	gp0135560	biolink:Attribute	GOLD
GOLD:ga0121472	ga0121472	biolink:Attribute	GOLD
GOLD:gp0135691	gp0135691	biolink:Attribute	GOLD
GOLD:ga0121359	ga0121359	biolink:Attribute	GOLD
GOLD:gp0135578	gp0135578	biolink:Attribute	GOLD
GOLD:ga0121253	ga0121253	biolink:Attribute	GOLD
GOLD:gp0135472	gp0135472	biolink:Attribute	GOLD
GOLD:ga0121489	ga0121489	biolink:Attribute	GOLD
GOLD:gp0135708	gp0135708	biolink:Attribute	GOLD
GOLD:ga0121480	ga0121480	biolink:Attribute	GOLD
GOLD:gp0135699	gp0135699	biolink:Attribute	GOLD
GOLD:ga0121517	ga0121517	biolink:Attribute	GOLD
GOLD:gp0135736	gp0135736	biolink:Attribute	GOLD
GOLD:ga0121388	ga0121388	biolink:Attribute	GOLD
GOLD:gp0135607	gp0135607	biolink:Attribute	GOLD
GOLD:ga0121474	ga0121474	biolink:Attribute	GOLD
GOLD:gp0135693	gp0135693	biolink:Attribute	GOLD
GOLD:ga0121485	ga0121485	biolink:Attribute	GOLD
GOLD:gp0135704	gp0135704	biolink:Attribute	GOLD
GOLD:ga0121387	ga0121387	biolink:Attribute	GOLD
GOLD:gp0135606	gp0135606	biolink:Attribute	GOLD
GOLD:ga0121494	ga0121494	biolink:Attribute	GOLD
GOLD:gp0135713	gp0135713	biolink:Attribute	GOLD
GOLD:ga0121455	ga0121455	biolink:Attribute	GOLD
GOLD:gp0135674	gp0135674	biolink:Attribute	GOLD
GOLD:ga0121520	ga0121520	biolink:Attribute	GOLD
GOLD:gp0135739	gp0135739	biolink:Attribute	GOLD
GOLD:ga0121522	ga0121522	biolink:Attribute	GOLD
GOLD:gp0135741	gp0135741	biolink:Attribute	GOLD
GOLD:ga0121493	ga0121493	biolink:Attribute	GOLD
GOLD:gp0135712	gp0135712	biolink:Attribute	GOLD
GOLD:ga0121490	ga0121490	biolink:Attribute	GOLD
GOLD:gp0135709	gp0135709	biolink:Attribute	GOLD
GOLD:ga0121303	ga0121303	biolink:Attribute	GOLD
GOLD:gp0135522	gp0135522	biolink:Attribute	GOLD
GOLD:ga0121656	ga0121656	biolink:Attribute	GOLD
GOLD:gp0135875	gp0135875	biolink:Attribute	GOLD
GOLD:ga0121402	ga0121402	biolink:Attribute	GOLD
GOLD:gp0135621	gp0135621	biolink:Attribute	GOLD
GOLD:ga0121486	ga0121486	biolink:Attribute	GOLD
GOLD:gp0135705	gp0135705	biolink:Attribute	GOLD
GOLD:ga0121476	ga0121476	biolink:Attribute	GOLD
GOLD:gp0135695	gp0135695	biolink:Attribute	GOLD
GOLD:ga0121279	ga0121279	biolink:Attribute	GOLD
GOLD:gp0135498	gp0135498	biolink:Attribute	GOLD
GOLD:ga0122303	ga0122303	biolink:Attribute	GOLD
GOLD:gp0136257	gp0136257	biolink:Attribute	GOLD
GOLD:ga0121360	ga0121360	biolink:Attribute	GOLD
GOLD:gp0135579	gp0135579	biolink:Attribute	GOLD
GOLD:ga0121369	ga0121369	biolink:Attribute	GOLD
GOLD:gp0135588	gp0135588	biolink:Attribute	GOLD
GOLD:ga0121368	ga0121368	biolink:Attribute	GOLD
GOLD:gp0135587	gp0135587	biolink:Attribute	GOLD
GOLD:ga0121262	ga0121262	biolink:Attribute	GOLD
GOLD:gp0135481	gp0135481	biolink:Attribute	GOLD
GOLD:ga0121361	ga0121361	biolink:Attribute	GOLD
GOLD:gp0135580	gp0135580	biolink:Attribute	GOLD
GOLD:ga0120759	ga0120759	biolink:Attribute	GOLD
GOLD:gp0134994	gp0134994	biolink:Attribute	GOLD
GOLD:ga0121715	ga0121715	biolink:Attribute	GOLD
GOLD:gp0135934	gp0135934	biolink:Attribute	GOLD
GOLD:ga0121501	ga0121501	biolink:Attribute	GOLD
GOLD:gp0135720	gp0135720	biolink:Attribute	GOLD
GOLD:ga0121401	ga0121401	biolink:Attribute	GOLD
GOLD:gp0135620	gp0135620	biolink:Attribute	GOLD
GOLD:ga0121691	ga0121691	biolink:Attribute	GOLD
GOLD:gp0135910	gp0135910	biolink:Attribute	GOLD
GOLD:ga0121483	ga0121483	biolink:Attribute	GOLD
GOLD:gp0135702	gp0135702	biolink:Attribute	GOLD
GOLD:ga0121395	ga0121395	biolink:Attribute	GOLD
GOLD:gp0135614	gp0135614	biolink:Attribute	GOLD
GOLD:ga0121380	ga0121380	biolink:Attribute	GOLD
GOLD:gp0135599	gp0135599	biolink:Attribute	GOLD
GOLD:ga0122841	ga0122841	biolink:Attribute	GOLD
GOLD:gp0136276	gp0136276	biolink:Attribute	GOLD
GOLD:ga0121309	ga0121309	biolink:Attribute	GOLD
GOLD:gp0135528	gp0135528	biolink:Attribute	GOLD
GOLD:ga0121408	ga0121408	biolink:Attribute	GOLD
GOLD:gp0135627	gp0135627	biolink:Attribute	GOLD
GOLD:ga0121274	ga0121274	biolink:Attribute	GOLD
GOLD:gp0135493	gp0135493	biolink:Attribute	GOLD
GOLD:ga0121502	ga0121502	biolink:Attribute	GOLD
GOLD:gp0135721	gp0135721	biolink:Attribute	GOLD
GOLD:ga0121503	ga0121503	biolink:Attribute	GOLD
GOLD:gp0135722	gp0135722	biolink:Attribute	GOLD
GOLD:ga0121403	ga0121403	biolink:Attribute	GOLD
GOLD:gp0135622	gp0135622	biolink:Attribute	GOLD
GOLD:ga0121255	ga0121255	biolink:Attribute	GOLD
GOLD:gp0135474	gp0135474	biolink:Attribute	GOLD
GOLD:ga0121286	ga0121286	biolink:Attribute	GOLD
GOLD:gp0135505	gp0135505	biolink:Attribute	GOLD
GOLD:ga0121301	ga0121301	biolink:Attribute	GOLD
GOLD:gp0135520	gp0135520	biolink:Attribute	GOLD
GOLD:ga0024817	ga0024817	biolink:Attribute	GOLD
GOLD:gp0056572	gp0056572	biolink:Attribute	GOLD
GOLD:gs0096888	gs0096888	biolink:Attribute	GOLD
GOLD:florida_keys_florida_usa	florida_keys_florida_usa	biolink:NamedThing	GOLD
GOLD:invertebrates	invertebrates	biolink:Attribute	GOLD
GOLD:cnidaria	cnidaria	biolink:Attribute	GOLD
GOLD:black_band_diseased_coral	black_band_diseased_coral	biolink:Attribute	GOLD
GOLD:ga0057602	ga0057602	biolink:Attribute	GOLD
GOLD:gp0103706	gp0103706	biolink:Attribute	GOLD
GOLD:gs0110137	gs0110137	biolink:Attribute	GOLD
GOLD:looe_key_reef_florida_keys_national_marine_sanctuary_florida_usa	looe_key_reef_florida_keys_national_marine_sanctuary_florida_usa	biolink:NamedThing	GOLD
GOLD:ga0057736	ga0057736	biolink:Attribute	GOLD
GOLD:gp0103705	gp0103705	biolink:Attribute	GOLD
GOLD:luminao_reef_flat_guam	luminao_reef_flat_guam	biolink:NamedThing	GOLD
GOLD:ga0057738	ga0057738	biolink:Attribute	GOLD
GOLD:gp0072775	gp0072775	biolink:Attribute	GOLD
GOLD:looe_key_national_marine_sanctuary_florida_usa	looe_key_national_marine_sanctuary_florida_usa	biolink:NamedThing	GOLD
GOLD:ga0057735	ga0057735	biolink:Attribute	GOLD
GOLD:gp0072774	gp0072774	biolink:Attribute	GOLD
GOLD:belize_carrie_bow_cay_field_station	belize_carrie_bow_cay_field_station	biolink:NamedThing	GOLD
GOLD:ga0061049	ga0061049	biolink:Attribute	GOLD
GOLD:gp0103466	gp0103466	biolink:Attribute	GOLD
GOLD:ga0126338	ga0126338	biolink:Attribute	GOLD
GOLD:gp0146689	gp0146689	biolink:Attribute	GOLD
GOLD:gs0117432	gs0117432	biolink:Attribute	GOLD
GOLD:petempiche_puerto_morelos_mexico	petempiche_puerto_morelos_mexico	biolink:NamedThing	GOLD
GOLD:coral	coral	biolink:Attribute	GOLD
GOLD:ga0126337	ga0126337	biolink:Attribute	GOLD
GOLD:gp0146688	gp0146688	biolink:Attribute	GOLD
GOLD:la_bocana_puerto_morelos_mexico	la_bocana_puerto_morelos_mexico	biolink:NamedThing	GOLD
GOLD:ga0126336	ga0126336	biolink:Attribute	GOLD
GOLD:gp0146687	gp0146687	biolink:Attribute	GOLD
GOLD:el_islote_puerto_morelos_mexico	el_islote_puerto_morelos_mexico	biolink:NamedThing	GOLD
GOLD:ga0126339	ga0126339	biolink:Attribute	GOLD
GOLD:gp0146690	gp0146690	biolink:Attribute	GOLD
GOLD:ga0126342	ga0126342	biolink:Attribute	GOLD
GOLD:gp0146693	gp0146693	biolink:Attribute	GOLD
GOLD:lord_howe_island_old_settlement_bay_australia	lord_howe_island_old_settlement_bay_australia	biolink:NamedThing	GOLD
GOLD:ga0126343	ga0126343	biolink:Attribute	GOLD
GOLD:gp0146694	gp0146694	biolink:Attribute	GOLD
GOLD:ga0126341	ga0126341	biolink:Attribute	GOLD
GOLD:gp0146692	gp0146692	biolink:Attribute	GOLD
GOLD:ga0117785	ga0117785	biolink:Attribute	GOLD
GOLD:gp0137666	gp0137666	biolink:Attribute	GOLD
GOLD:gs0118633	gs0118633	biolink:Attribute	GOLD
GOLD:australia_great_barrier_reef	australia_great_barrier_reef	biolink:NamedThing	GOLD
GOLD:coral_tissue	coral_tissue	biolink:Attribute	GOLD
GOLD:ga0117783	ga0117783	biolink:Attribute	GOLD
GOLD:gp0137664	gp0137664	biolink:Attribute	GOLD
GOLD:ga0117782	ga0117782	biolink:Attribute	GOLD
GOLD:gp0137663	gp0137663	biolink:Attribute	GOLD
GOLD:ga0117781	ga0117781	biolink:Attribute	GOLD
GOLD:gp0137662	gp0137662	biolink:Attribute	GOLD
GOLD:ga0116699	ga0116699	biolink:Attribute	GOLD
GOLD:gp0134510	gp0134510	biolink:Attribute	GOLD
GOLD:gs0118447	gs0118447	biolink:Attribute	GOLD
GOLD:belgium_mons_walloon_region	belgium_mons_walloon_region	biolink:NamedThing	GOLD
GOLD:ga0116707	ga0116707	biolink:Attribute	GOLD
GOLD:gp0134518	gp0134518	biolink:Attribute	GOLD
GOLD:ga0255580	ga0255580	biolink:Attribute	GOLD
GOLD:gp0242608	gp0242608	biolink:Attribute	GOLD
GOLD:panama_bocas_del_toro	panama_bocas_del_toro	biolink:NamedThing	GOLD
GOLD:ga0255582	ga0255582	biolink:Attribute	GOLD
GOLD:gp0242604	gp0242604	biolink:Attribute	GOLD
GOLD:ga0099819	ga0099819	biolink:Attribute	GOLD
GOLD:gp0123746	gp0123746	biolink:Attribute	GOLD
GOLD:mexico_el_islote_puerto_morelos	mexico_el_islote_puerto_morelos	biolink:NamedThing	GOLD
GOLD:freshwater_lake	freshwater_lake	biolink:Attribute	GOLD
GOLD:ga0099809	ga0099809	biolink:Attribute	GOLD
GOLD:gp0123742	gp0123742	biolink:Attribute	GOLD
GOLD:mexico_petempiche_puerto_morelos	mexico_petempiche_puerto_morelos	biolink:NamedThing	GOLD
GOLD:coral_host	coral_host	biolink:Attribute	GOLD
GOLD:ga0099814	ga0099814	biolink:Attribute	GOLD
GOLD:gp0123732	gp0123732	biolink:Attribute	GOLD
GOLD:mexico_la_bocana_puerto_morelos	mexico_la_bocana_puerto_morelos	biolink:NamedThing	GOLD
GOLD:ga0099816	ga0099816	biolink:Attribute	GOLD
GOLD:gp0123743	gp0123743	biolink:Attribute	GOLD
GOLD:ga0099818	ga0099818	biolink:Attribute	GOLD
GOLD:gp0123745	gp0123745	biolink:Attribute	GOLD
GOLD:ga0099821	ga0099821	biolink:Attribute	GOLD
GOLD:gp0123748	gp0123748	biolink:Attribute	GOLD
GOLD:ga0099817	ga0099817	biolink:Attribute	GOLD
GOLD:gp0123744	gp0123744	biolink:Attribute	GOLD
GOLD:ga0099815	ga0099815	biolink:Attribute	GOLD
GOLD:gp0123733	gp0123733	biolink:Attribute	GOLD
GOLD:ga0099820	ga0099820	biolink:Attribute	GOLD
GOLD:gp0123747	gp0123747	biolink:Attribute	GOLD
GOLD:ga0099810	ga0099810	biolink:Attribute	GOLD
GOLD:gp0123728	gp0123728	biolink:Attribute	GOLD
GOLD:ga0099803	ga0099803	biolink:Attribute	GOLD
GOLD:gp0123736	gp0123736	biolink:Attribute	GOLD
GOLD:ga0099805	ga0099805	biolink:Attribute	GOLD
GOLD:gp0123738	gp0123738	biolink:Attribute	GOLD
GOLD:ga0099806	ga0099806	biolink:Attribute	GOLD
GOLD:gp0123739	gp0123739	biolink:Attribute	GOLD
GOLD:ga0100406	ga0100406	biolink:Attribute	GOLD
GOLD:gp0124077	gp0124077	biolink:Attribute	GOLD
GOLD:ga0099807	ga0099807	biolink:Attribute	GOLD
GOLD:gp0123740	gp0123740	biolink:Attribute	GOLD
GOLD:ga0100405	ga0100405	biolink:Attribute	GOLD
GOLD:gp0124076	gp0124076	biolink:Attribute	GOLD
GOLD:ga0099813	ga0099813	biolink:Attribute	GOLD
GOLD:gp0123731	gp0123731	biolink:Attribute	GOLD
GOLD:ga0215183	ga0215183	biolink:Attribute	GOLD
