id	name	category	provided_by
GOLD:gp0052960	gp0052960	biolink:Attribute	GOLD
GOLD:ga0029853	ga0029853	biolink:Attribute	GOLD
GOLD:ga0029443	ga0029443	biolink:Attribute	GOLD
GOLD:ga0029885	ga0029885	biolink:Attribute	GOLD
GOLD:ga0029836	ga0029836	biolink:Attribute	GOLD
GOLD:ga0029850	ga0029850	biolink:Attribute	GOLD
GOLD:ga0029854	ga0029854	biolink:Attribute	GOLD
GOLD:ga0029846	ga0029846	biolink:Attribute	GOLD
GOLD:ga0029828	ga0029828	biolink:Attribute	GOLD
GOLD:ga0029881	ga0029881	biolink:Attribute	GOLD
GOLD:ga0029442	ga0029442	biolink:Attribute	GOLD
GOLD:ga0031397	ga0031397	biolink:Attribute	GOLD
GOLD:ga0029872	ga0029872	biolink:Attribute	GOLD
GOLD:ga0029870	ga0029870	biolink:Attribute	GOLD
GOLD:ga0029878	ga0029878	biolink:Attribute	GOLD
GOLD:ga0029867	ga0029867	biolink:Attribute	GOLD
GOLD:ga0029842	ga0029842	biolink:Attribute	GOLD
GOLD:ga0029841	ga0029841	biolink:Attribute	GOLD
GOLD:ga0029860	ga0029860	biolink:Attribute	GOLD
GOLD:ga0029875	ga0029875	biolink:Attribute	GOLD
GOLD:ga0029864	ga0029864	biolink:Attribute	GOLD
GOLD:ga0029826	ga0029826	biolink:Attribute	GOLD
GOLD:ga0029876	ga0029876	biolink:Attribute	GOLD
GOLD:ga0029884	ga0029884	biolink:Attribute	GOLD
GOLD:ga0029871	ga0029871	biolink:Attribute	GOLD
GOLD:ga0029831	ga0029831	biolink:Attribute	GOLD
GOLD:ga0011008	ga0011008	biolink:Attribute	GOLD
GOLD:gp0051785	gp0051785	biolink:Attribute	GOLD
GOLD:old_meadowdale_pier_puget_sound_wa	old_meadowdale_pier_puget_sound_wa	biolink:NamedThing	GOLD
GOLD:gills	gills	biolink:Attribute	GOLD
GOLD:respiratory_system	respiratory_system	biolink:Attribute	GOLD
GOLD:extracellular	extracellular	biolink:Attribute	GOLD
GOLD:ga0010807	ga0010807	biolink:Attribute	GOLD
GOLD:gp0052421	gp0052421	biolink:Attribute	GOLD
GOLD:puget_sound_wa	puget_sound_wa	biolink:NamedThing	GOLD
GOLD:ga0026053	ga0026053	biolink:Attribute	GOLD
GOLD:gp0053519	gp0053519	biolink:Attribute	GOLD
GOLD:gs0063438	gs0063438	biolink:Attribute	GOLD
GOLD:puget_sound_washington_usa	puget_sound_washington_usa	biolink:NamedThing	GOLD
GOLD:shipworm	shipworm	biolink:Attribute	GOLD
GOLD:ga0026052	ga0026052	biolink:Attribute	GOLD
GOLD:ga0026065	ga0026065	biolink:Attribute	GOLD
GOLD:gp0053520	gp0053520	biolink:Attribute	GOLD
GOLD:ga0026066	ga0026066	biolink:Attribute	GOLD
GOLD:gp0052660	gp0052660	biolink:Attribute	GOLD
GOLD:usa__puget_sound_washington	usa__puget_sound_washington	biolink:NamedThing	GOLD
GOLD:ga0011201	ga0011201	biolink:Attribute	GOLD
GOLD:gp0053982	gp0053982	biolink:Attribute	GOLD
GOLD:gs0070939	gs0070939	biolink:Attribute	GOLD
GOLD:eastern_lau_spreading_center_abe	eastern_lau_spreading_center_abe	biolink:NamedThing	GOLD
GOLD:intracellular	intracellular	biolink:Attribute	GOLD
GOLD:alviniconcha_endosymbiont	alviniconcha_endosymbiont	biolink:Attribute	GOLD
GOLD:ga0012559	ga0012559	biolink:Attribute	GOLD
GOLD:gp0056579	gp0056579	biolink:Attribute	GOLD
GOLD:eastern_lau_spreading_center_pacific_ocean	eastern_lau_spreading_center_pacific_ocean	biolink:NamedThing	GOLD
GOLD:ga0078193	ga0078193	biolink:Attribute	GOLD
GOLD:gp0118700	gp0118700	biolink:Attribute	GOLD
GOLD:gs0116053	gs0116053	biolink:Attribute	GOLD
GOLD:new_york_city_new_york_usa	new_york_city_new_york_usa	biolink:NamedThing	GOLD
GOLD:lung	lung	biolink:Attribute	GOLD
GOLD:lung_microbiome	lung_microbiome	biolink:Attribute	GOLD
GOLD:ga0078195	ga0078195	biolink:Attribute	GOLD
GOLD:gp0118702	gp0118702	biolink:Attribute	GOLD
GOLD:ga0078197	ga0078197	biolink:Attribute	GOLD
GOLD:gp0118704	gp0118704	biolink:Attribute	GOLD
GOLD:ga0078157	ga0078157	biolink:Attribute	GOLD
GOLD:gp0118706	gp0118706	biolink:Attribute	GOLD
GOLD:ga0078159	ga0078159	biolink:Attribute	GOLD
GOLD:gp0118709	gp0118709	biolink:Attribute	GOLD
GOLD:ga0078161	ga0078161	biolink:Attribute	GOLD
GOLD:gp0118711	gp0118711	biolink:Attribute	GOLD
GOLD:ga0078381	ga0078381	biolink:Attribute	GOLD
GOLD:gp0118713	gp0118713	biolink:Attribute	GOLD
GOLD:ga0078402	ga0078402	biolink:Attribute	GOLD
GOLD:gp0118715	gp0118715	biolink:Attribute	GOLD
GOLD:ga0078385	ga0078385	biolink:Attribute	GOLD
GOLD:gp0119426	gp0119426	biolink:Attribute	GOLD
GOLD:ga0078387	ga0078387	biolink:Attribute	GOLD
GOLD:gp0118719	gp0118719	biolink:Attribute	GOLD
GOLD:ga0078389	ga0078389	biolink:Attribute	GOLD
GOLD:gp0118721	gp0118721	biolink:Attribute	GOLD
GOLD:ga0078391	ga0078391	biolink:Attribute	GOLD
GOLD:gp0118723	gp0118723	biolink:Attribute	GOLD
GOLD:ga0078393	ga0078393	biolink:Attribute	GOLD
GOLD:gp0118725	gp0118725	biolink:Attribute	GOLD
GOLD:ga0078395	ga0078395	biolink:Attribute	GOLD
GOLD:gp0118727	gp0118727	biolink:Attribute	GOLD
GOLD:ga0078397	ga0078397	biolink:Attribute	GOLD
GOLD:gp0118729	gp0118729	biolink:Attribute	GOLD
GOLD:ga0078400	ga0078400	biolink:Attribute	GOLD
GOLD:gp0118731	gp0118731	biolink:Attribute	GOLD
GOLD:ga0099397	ga0099397	biolink:Attribute	GOLD
GOLD:gp0053185	gp0053185	biolink:Attribute	GOLD
GOLD:nasopharyngeal	nasopharyngeal	biolink:Attribute	GOLD
GOLD:anterior_nares	anterior_nares	biolink:Attribute	GOLD
GOLD:ga0100047	ga0100047	biolink:Attribute	GOLD
GOLD:gp0052487	gp0052487	biolink:Attribute	GOLD
GOLD:ga0100178	ga0100178	biolink:Attribute	GOLD
GOLD:gp0052499	gp0052499	biolink:Attribute	GOLD
GOLD:ga0100216	ga0100216	biolink:Attribute	GOLD
GOLD:gp0052501	gp0052501	biolink:Attribute	GOLD
GOLD:ga0100376	ga0100376	biolink:Attribute	GOLD
GOLD:gp0052538	gp0052538	biolink:Attribute	GOLD
GOLD:ga0100527	ga0100527	biolink:Attribute	GOLD
GOLD:gp0052540	gp0052540	biolink:Attribute	GOLD
GOLD:ga0100046	ga0100046	biolink:Attribute	GOLD
GOLD:gp0052485	gp0052485	biolink:Attribute	GOLD
GOLD:ga0102975	ga0102975	biolink:Attribute	GOLD
GOLD:gp0052633	gp0052633	biolink:Attribute	GOLD
GOLD:ga0102730	ga0102730	biolink:Attribute	GOLD
GOLD:gp0052639	gp0052639	biolink:Attribute	GOLD
GOLD:ga0102729	ga0102729	biolink:Attribute	GOLD
GOLD:gp0052637	gp0052637	biolink:Attribute	GOLD
GOLD:ga0104056	ga0104056	biolink:Attribute	GOLD
GOLD:gp0052670	gp0052670	biolink:Attribute	GOLD
GOLD:ga0103283	ga0103283	biolink:Attribute	GOLD
GOLD:gp0052649	gp0052649	biolink:Attribute	GOLD
GOLD:ga0104028	ga0104028	biolink:Attribute	GOLD
GOLD:gp0052667	gp0052667	biolink:Attribute	GOLD
GOLD:ga0102642	ga0102642	biolink:Attribute	GOLD
GOLD:gp0052601	gp0052601	biolink:Attribute	GOLD
GOLD:ga0104345	ga0104345	biolink:Attribute	GOLD
GOLD:gp0052684	gp0052684	biolink:Attribute	GOLD
GOLD:ga0104831	ga0104831	biolink:Attribute	GOLD
GOLD:gp0052701	gp0052701	biolink:Attribute	GOLD
GOLD:ga0104926	ga0104926	biolink:Attribute	GOLD
GOLD:gp0052718	gp0052718	biolink:Attribute	GOLD
GOLD:ga0104927	ga0104927	biolink:Attribute	GOLD
GOLD:gp0052721	gp0052721	biolink:Attribute	GOLD
GOLD:ga0104972	ga0104972	biolink:Attribute	GOLD
GOLD:gp0052732	gp0052732	biolink:Attribute	GOLD
GOLD:ga0104975	ga0104975	biolink:Attribute	GOLD
GOLD:gp0052745	gp0052745	biolink:Attribute	GOLD
GOLD:ga0104321	ga0104321	biolink:Attribute	GOLD
GOLD:gp0052677	gp0052677	biolink:Attribute	GOLD
GOLD:ga0105760	ga0105760	biolink:Attribute	GOLD
GOLD:gp0052850	gp0052850	biolink:Attribute	GOLD
GOLD:ga0105577	ga0105577	biolink:Attribute	GOLD
GOLD:gp0052791	gp0052791	biolink:Attribute	GOLD
GOLD:ga0105503	ga0105503	biolink:Attribute	GOLD
GOLD:gp0052763	gp0052763	biolink:Attribute	GOLD
GOLD:ga0105678	ga0105678	biolink:Attribute	GOLD
GOLD:gp0052840	gp0052840	biolink:Attribute	GOLD
GOLD:ga0113870	ga0113870	biolink:Attribute	GOLD
GOLD:gp0053039	gp0053039	biolink:Attribute	GOLD
GOLD:ga0111019	ga0111019	biolink:Attribute	GOLD
GOLD:gp0052929	gp0052929	biolink:Attribute	GOLD
GOLD:ga0114176	ga0114176	biolink:Attribute	GOLD
GOLD:gp0053106	gp0053106	biolink:Attribute	GOLD
GOLD:ga0111537	ga0111537	biolink:Attribute	GOLD
GOLD:gp0053018	gp0053018	biolink:Attribute	GOLD
GOLD:ga0111087	ga0111087	biolink:Attribute	GOLD
GOLD:gp0052961	gp0052961	biolink:Attribute	GOLD
GOLD:ga0111088	ga0111088	biolink:Attribute	GOLD
GOLD:gp0052962	gp0052962	biolink:Attribute	GOLD
GOLD:ga0114370	ga0114370	biolink:Attribute	GOLD
GOLD:gp0053174	gp0053174	biolink:Attribute	GOLD
GOLD:ga0111089	ga0111089	biolink:Attribute	GOLD
GOLD:gp0052964	gp0052964	biolink:Attribute	GOLD
GOLD:ga0111233	ga0111233	biolink:Attribute	GOLD
GOLD:gp0052978	gp0052978	biolink:Attribute	GOLD
GOLD:ga0111016	ga0111016	biolink:Attribute	GOLD
GOLD:gp0052924	gp0052924	biolink:Attribute	GOLD
GOLD:ga0114268	ga0114268	biolink:Attribute	GOLD
GOLD:gp0053137	gp0053137	biolink:Attribute	GOLD
GOLD:ga0114311	ga0114311	biolink:Attribute	GOLD
GOLD:gp0053151	gp0053151	biolink:Attribute	GOLD
GOLD:ga0111557	ga0111557	biolink:Attribute	GOLD
GOLD:gp0053024	gp0053024	biolink:Attribute	GOLD
GOLD:ga0111232	ga0111232	biolink:Attribute	GOLD
GOLD:gp0052977	gp0052977	biolink:Attribute	GOLD
GOLD:ga0114313	ga0114313	biolink:Attribute	GOLD
GOLD:gp0053153	gp0053153	biolink:Attribute	GOLD
GOLD:ga0111560	ga0111560	biolink:Attribute	GOLD
GOLD:gp0053027	gp0053027	biolink:Attribute	GOLD
GOLD:ga0111563	ga0111563	biolink:Attribute	GOLD
GOLD:gp0053028	gp0053028	biolink:Attribute	GOLD
GOLD:ga0113875	ga0113875	biolink:Attribute	GOLD
GOLD:gp0053045	gp0053045	biolink:Attribute	GOLD
GOLD:ga0113882	ga0113882	biolink:Attribute	GOLD
GOLD:gp0053052	gp0053052	biolink:Attribute	GOLD
GOLD:ga0114086	ga0114086	biolink:Attribute	GOLD
GOLD:gp0053073	gp0053073	biolink:Attribute	GOLD
GOLD:ga0114095	ga0114095	biolink:Attribute	GOLD
GOLD:gp0053083	gp0053083	biolink:Attribute	GOLD
GOLD:ga0114264	ga0114264	biolink:Attribute	GOLD
GOLD:gp0053131	gp0053131	biolink:Attribute	GOLD
GOLD:ga0114265	ga0114265	biolink:Attribute	GOLD
GOLD:gp0053132	gp0053132	biolink:Attribute	GOLD
GOLD:ga0114289	ga0114289	biolink:Attribute	GOLD
GOLD:gp0053143	gp0053143	biolink:Attribute	GOLD
GOLD:ga0115232	ga0115232	biolink:Attribute	GOLD
GOLD:gp0053262	gp0053262	biolink:Attribute	GOLD
GOLD:ga0115315	ga0115315	biolink:Attribute	GOLD
GOLD:gp0053282	gp0053282	biolink:Attribute	GOLD
GOLD:ga0114895	ga0114895	biolink:Attribute	GOLD
GOLD:gp0053218	gp0053218	biolink:Attribute	GOLD
GOLD:ga0115413	ga0115413	biolink:Attribute	GOLD
GOLD:gp0053296	gp0053296	biolink:Attribute	GOLD
GOLD:ga0114858	ga0114858	biolink:Attribute	GOLD
GOLD:gp0053194	gp0053194	biolink:Attribute	GOLD
GOLD:ga0114872	ga0114872	biolink:Attribute	GOLD
GOLD:gp0053204	gp0053204	biolink:Attribute	GOLD
GOLD:ga0115226	ga0115226	biolink:Attribute	GOLD
GOLD:gp0053256	gp0053256	biolink:Attribute	GOLD
GOLD:ga0115380	ga0115380	biolink:Attribute	GOLD
GOLD:gp0053290	gp0053290	biolink:Attribute	GOLD
GOLD:ga0115378	ga0115378	biolink:Attribute	GOLD
GOLD:gp0053288	gp0053288	biolink:Attribute	GOLD
GOLD:ga0115188	ga0115188	biolink:Attribute	GOLD
GOLD:gp0053238	gp0053238	biolink:Attribute	GOLD
GOLD:ga0115610	ga0115610	biolink:Attribute	GOLD
GOLD:gp0053322	gp0053322	biolink:Attribute	GOLD
GOLD:ga0117823	ga0117823	biolink:Attribute	GOLD
GOLD:gp0137862	gp0137862	biolink:Attribute	GOLD
GOLD:gs0118644	gs0118644	biolink:Attribute	GOLD
GOLD:usa_san_diego	usa_san_diego	biolink:NamedThing	GOLD
GOLD:sputum	sputum	biolink:Attribute	GOLD
GOLD:human_lung	human_lung	biolink:Attribute	GOLD
GOLD:ga0117822	ga0117822	biolink:Attribute	GOLD
GOLD:gp0137861	gp0137861	biolink:Attribute	GOLD
GOLD:ga0117824	ga0117824	biolink:Attribute	GOLD
GOLD:gp0137863	gp0137863	biolink:Attribute	GOLD
GOLD:ga0027515	ga0027515	biolink:Attribute	GOLD
GOLD:ga0027459	ga0027459	biolink:Attribute	GOLD
GOLD:ga0027464	ga0027464	biolink:Attribute	GOLD
GOLD:ga0027492	ga0027492	biolink:Attribute	GOLD
GOLD:ga0027461	ga0027461	biolink:Attribute	GOLD
GOLD:ga0027481	ga0027481	biolink:Attribute	GOLD
GOLD:ga0027469	ga0027469	biolink:Attribute	GOLD
GOLD:ga0027475	ga0027475	biolink:Attribute	GOLD
GOLD:ga0027505	ga0027505	biolink:Attribute	GOLD
GOLD:ga0027477	ga0027477	biolink:Attribute	GOLD
GOLD:ga0027513	ga0027513	biolink:Attribute	GOLD
GOLD:ga0027498	ga0027498	biolink:Attribute	GOLD
GOLD:ga0027501	ga0027501	biolink:Attribute	GOLD
GOLD:ga0027455	ga0027455	biolink:Attribute	GOLD
GOLD:ga0027463	ga0027463	biolink:Attribute	GOLD
GOLD:ga0027509	ga0027509	biolink:Attribute	GOLD
GOLD:ga0027482	ga0027482	biolink:Attribute	GOLD
GOLD:ga0027462	ga0027462	biolink:Attribute	GOLD
GOLD:ga0027466	ga0027466	biolink:Attribute	GOLD
GOLD:ga0027511	ga0027511	biolink:Attribute	GOLD
GOLD:ga0027510	ga0027510	biolink:Attribute	GOLD
GOLD:ga0027504	ga0027504	biolink:Attribute	GOLD
GOLD:ga0027470	ga0027470	biolink:Attribute	GOLD
GOLD:ga0027539	ga0027539	biolink:Attribute	GOLD
GOLD:ga0027532	ga0027532	biolink:Attribute	GOLD
GOLD:ga0027472	ga0027472	biolink:Attribute	GOLD
GOLD:ga0027512	ga0027512	biolink:Attribute	GOLD
GOLD:ga0027503	ga0027503	biolink:Attribute	GOLD
GOLD:ga0027487	ga0027487	biolink:Attribute	GOLD
GOLD:ga0027537	ga0027537	biolink:Attribute	GOLD
GOLD:ga0027538	ga0027538	biolink:Attribute	GOLD
GOLD:ga0027535	ga0027535	biolink:Attribute	GOLD
GOLD:ga0027478	ga0027478	biolink:Attribute	GOLD
GOLD:ga0027497	ga0027497	biolink:Attribute	GOLD
GOLD:ga0027523	ga0027523	biolink:Attribute	GOLD
GOLD:ga0027519	ga0027519	biolink:Attribute	GOLD
GOLD:ga0027541	ga0027541	biolink:Attribute	GOLD
GOLD:ga0027506	ga0027506	biolink:Attribute	GOLD
GOLD:ga0027479	ga0027479	biolink:Attribute	GOLD
GOLD:ga0027476	ga0027476	biolink:Attribute	GOLD
GOLD:ga0027494	ga0027494	biolink:Attribute	GOLD
GOLD:ga0027485	ga0027485	biolink:Attribute	GOLD
GOLD:ga0027525	ga0027525	biolink:Attribute	GOLD
GOLD:ga0027534	ga0027534	biolink:Attribute	GOLD
GOLD:ga0026421	ga0026421	biolink:Attribute	GOLD
GOLD:gp0051432	gp0051432	biolink:Attribute	GOLD
GOLD:gs0067853	gs0067853	biolink:Attribute	GOLD
GOLD:east_lansing_mi	east_lansing_mi	biolink:NamedThing	GOLD
GOLD:rhizoplane	rhizoplane	biolink:Attribute	GOLD
GOLD:switchgrass_rhizosphere_bulk_soil	switchgrass_rhizosphere_bulk_soil	biolink:Attribute	GOLD
GOLD:ga0026482	ga0026482	biolink:Attribute	GOLD
GOLD:gp0052025	gp0052025	biolink:Attribute	GOLD
GOLD:gs0046711	gs0046711	biolink:Attribute	GOLD
GOLD:kellogg_biological_station_michigan_state_university	kellogg_biological_station_michigan_state_university	biolink:NamedThing	GOLD
GOLD:miscanthus_rhizosphere	miscanthus_rhizosphere	biolink:Attribute	GOLD
GOLD:ga0026310	ga0026310	biolink:Attribute	GOLD
GOLD:gp0051778	gp0051778	biolink:Attribute	GOLD
GOLD:gs0045398	gs0045398	biolink:Attribute	GOLD
GOLD:switchgrass_rhizosphere	switchgrass_rhizosphere	biolink:Attribute	GOLD
GOLD:ga0026266	ga0026266	biolink:Attribute	GOLD
GOLD:gp0052022	gp0052022	biolink:Attribute	GOLD
GOLD:ga0025735	ga0025735	biolink:Attribute	GOLD
GOLD:gp0052026	gp0052026	biolink:Attribute	GOLD
GOLD:ga0026156	ga0026156	biolink:Attribute	GOLD
GOLD:gp0052659	gp0052659	biolink:Attribute	GOLD
GOLD:gs0046726	gs0046726	biolink:Attribute	GOLD
GOLD:arabidopsis_rhizosphere	arabidopsis_rhizosphere	biolink:Attribute	GOLD
GOLD:ga0026158	ga0026158	biolink:Attribute	GOLD
GOLD:gp0053516	gp0053516	biolink:Attribute	GOLD
GOLD:university_of_north_carolina_usa	university_of_north_carolina_usa	biolink:NamedThing	GOLD
GOLD:ga0011511	ga0011511	biolink:Attribute	GOLD
GOLD:gp0054947	gp0054947	biolink:Attribute	GOLD
GOLD:gs0046224	gs0046224	biolink:Attribute	GOLD
GOLD:sierra_nevada_national_park_granada_spain	sierra_nevada_national_park_granada_spain	biolink:NamedThing	GOLD
GOLD:quercus_rhizosphere	quercus_rhizosphere	biolink:Attribute	GOLD
GOLD:ga0011517	ga0011517	biolink:Attribute	GOLD
GOLD:gp0055034	gp0055034	biolink:Attribute	GOLD
GOLD:ga0065703	ga0065703	biolink:Attribute	GOLD
GOLD:gp0051777	gp0051777	biolink:Attribute	GOLD
GOLD:central_sands_area_of_central_wisconsin	central_sands_area_of_central_wisconsin	biolink:NamedThing	GOLD
GOLD:ga0065696	ga0065696	biolink:Attribute	GOLD
GOLD:ga0065714	ga0065714	biolink:Attribute	GOLD
GOLD:ga0065704	ga0065704	biolink:Attribute	GOLD
GOLD:ga0065712	ga0065712	biolink:Attribute	GOLD
GOLD:ga0065715	ga0065715	biolink:Attribute	GOLD
GOLD:ga0070678	ga0070678	biolink:Attribute	GOLD
GOLD:gp0112775	gp0112775	biolink:Attribute	GOLD
GOLD:gs0090294	gs0090294	biolink:Attribute	GOLD
GOLD:usa_michigan_kellogg_biological_station	usa_michigan_kellogg_biological_station	biolink:NamedThing	GOLD
GOLD:ga0150985	ga0150985	biolink:Attribute	GOLD
GOLD:gp0072749	gp0072749	biolink:Attribute	GOLD
GOLD:gs0110148	gs0110148	biolink:Attribute	GOLD
GOLD:hopland_california_usa	hopland_california_usa	biolink:NamedThing	GOLD
GOLD:avena_fatua_rhizosphere	avena_fatua_rhizosphere	biolink:Attribute	GOLD
GOLD:ga0132258	ga0132258	biolink:Attribute	GOLD
GOLD:gp0052030	gp0052030	biolink:Attribute	GOLD
GOLD:university_of_north_carolina	university_of_north_carolina	biolink:NamedThing	GOLD
GOLD:ga0132257	ga0132257	biolink:Attribute	GOLD
GOLD:gp0052031	gp0052031	biolink:Attribute	GOLD
GOLD:ga0132255	ga0132255	biolink:Attribute	GOLD
GOLD:ga0207683	ga0207683	biolink:Attribute	GOLD
GOLD:ga0007426	ga0007426	biolink:Attribute	GOLD
GOLD:gp0072766	gp0072766	biolink:Attribute	GOLD
GOLD:ga0058863	ga0058863	biolink:Attribute	GOLD
GOLD:gp0102503	gp0102503	biolink:Attribute	GOLD
GOLD:gs0111424	gs0111424	biolink:Attribute	GOLD
GOLD:kellogg_biological_station_michigan_usa	kellogg_biological_station_michigan_usa	biolink:NamedThing	GOLD
GOLD:switchgrass_rhizosphere_and_bulk_soil	switchgrass_rhizosphere_and_bulk_soil	biolink:Attribute	GOLD
GOLD:ga0058692	ga0058692	biolink:Attribute	GOLD
GOLD:gp0104144	gp0104144	biolink:Attribute	GOLD
GOLD:guanajato_mexico	guanajato_mexico	biolink:NamedThing	GOLD
GOLD:ga0070658	ga0070658	biolink:Attribute	GOLD
GOLD:gp0112755	gp0112755	biolink:Attribute	GOLD
GOLD:ga0070676	ga0070676	biolink:Attribute	GOLD
GOLD:gp0112773	gp0112773	biolink:Attribute	GOLD
GOLD:ga0070670	ga0070670	biolink:Attribute	GOLD
GOLD:gp0112767	gp0112767	biolink:Attribute	GOLD
GOLD:ga0070677	ga0070677	biolink:Attribute	GOLD
GOLD:gp0112774	gp0112774	biolink:Attribute	GOLD
GOLD:ga0070666	ga0070666	biolink:Attribute	GOLD
GOLD:gp0112763	gp0112763	biolink:Attribute	GOLD
GOLD:ga0070660	ga0070660	biolink:Attribute	GOLD
GOLD:gp0112757	gp0112757	biolink:Attribute	GOLD
GOLD:ga0070661	ga0070661	biolink:Attribute	GOLD
GOLD:gp0112758	gp0112758	biolink:Attribute	GOLD
GOLD:ga0070668	ga0070668	biolink:Attribute	GOLD
GOLD:gp0112765	gp0112765	biolink:Attribute	GOLD
GOLD:ga0070669	ga0070669	biolink:Attribute	GOLD
GOLD:gp0112766	gp0112766	biolink:Attribute	GOLD
GOLD:ga0070675	ga0070675	biolink:Attribute	GOLD
GOLD:gp0112772	gp0112772	biolink:Attribute	GOLD
GOLD:ga0070671	ga0070671	biolink:Attribute	GOLD
GOLD:gp0112768	gp0112768	biolink:Attribute	GOLD
GOLD:ga0070674	ga0070674	biolink:Attribute	GOLD
GOLD:gp0112771	gp0112771	biolink:Attribute	GOLD
GOLD:ga0070673	ga0070673	biolink:Attribute	GOLD
GOLD:gp0112770	gp0112770	biolink:Attribute	GOLD
GOLD:ga0070659	ga0070659	biolink:Attribute	GOLD
GOLD:gp0112756	gp0112756	biolink:Attribute	GOLD
GOLD:ga0070667	ga0070667	biolink:Attribute	GOLD
GOLD:gp0112764	gp0112764	biolink:Attribute	GOLD
GOLD:ga0070663	ga0070663	biolink:Attribute	GOLD
GOLD:gp0112760	gp0112760	biolink:Attribute	GOLD
GOLD:ga0070662	ga0070662	biolink:Attribute	GOLD
GOLD:gp0112759	gp0112759	biolink:Attribute	GOLD
GOLD:ga0070672	ga0070672	biolink:Attribute	GOLD
GOLD:gp0112769	gp0112769	biolink:Attribute	GOLD
GOLD:ga0070665	ga0070665	biolink:Attribute	GOLD
GOLD:gp0112762	gp0112762	biolink:Attribute	GOLD
GOLD:ga0070664	ga0070664	biolink:Attribute	GOLD
GOLD:gp0112761	gp0112761	biolink:Attribute	GOLD
GOLD:ga0075417	ga0075417	biolink:Attribute	GOLD
GOLD:gp0116330	gp0116330	biolink:Attribute	GOLD
GOLD:gs0103573	gs0103573	biolink:Attribute	GOLD
GOLD:usa_tennessee	usa_tennessee	biolink:NamedThing	GOLD
GOLD:populus_rhizosphere	populus_rhizosphere	biolink:Attribute	GOLD
GOLD:ga0075432	ga0075432	biolink:Attribute	GOLD
GOLD:gp0116345	gp0116345	biolink:Attribute	GOLD
GOLD:ga0075427	ga0075427	biolink:Attribute	GOLD
GOLD:gp0116340	gp0116340	biolink:Attribute	GOLD
GOLD:ga0075422	ga0075422	biolink:Attribute	GOLD
GOLD:gp0116335	gp0116335	biolink:Attribute	GOLD
GOLD:ga0075428	ga0075428	biolink:Attribute	GOLD
GOLD:gp0116341	gp0116341	biolink:Attribute	GOLD
GOLD:ga0075421	ga0075421	biolink:Attribute	GOLD
GOLD:gp0116334	gp0116334	biolink:Attribute	GOLD
GOLD:ga0075430	ga0075430	biolink:Attribute	GOLD
GOLD:gp0116343	gp0116343	biolink:Attribute	GOLD
GOLD:ga0075431	ga0075431	biolink:Attribute	GOLD
GOLD:gp0116344	gp0116344	biolink:Attribute	GOLD
GOLD:ga0075433	ga0075433	biolink:Attribute	GOLD
GOLD:gp0116346	gp0116346	biolink:Attribute	GOLD
GOLD:ga0075420	ga0075420	biolink:Attribute	GOLD
GOLD:gp0116333	gp0116333	biolink:Attribute	GOLD
GOLD:ga0075425	ga0075425	biolink:Attribute	GOLD
GOLD:gp0116338	gp0116338	biolink:Attribute	GOLD
GOLD:ga0075434	ga0075434	biolink:Attribute	GOLD
GOLD:gp0116347	gp0116347	biolink:Attribute	GOLD
GOLD:ga0075429	ga0075429	biolink:Attribute	GOLD
GOLD:gp0116342	gp0116342	biolink:Attribute	GOLD
GOLD:ga0075426	ga0075426	biolink:Attribute	GOLD
GOLD:gp0116339	gp0116339	biolink:Attribute	GOLD
GOLD:ga0075424	ga0075424	biolink:Attribute	GOLD
GOLD:gp0116337	gp0116337	biolink:Attribute	GOLD
GOLD:ga0075436	ga0075436	biolink:Attribute	GOLD
GOLD:gp0116349	gp0116349	biolink:Attribute	GOLD
GOLD:ga0099825	ga0099825	biolink:Attribute	GOLD
GOLD:gp0123897	gp0123897	biolink:Attribute	GOLD
GOLD:california_usa	california_usa	biolink:NamedThing	GOLD
GOLD:ga0099824	ga0099824	biolink:Attribute	GOLD
GOLD:gp0123898	gp0123898	biolink:Attribute	GOLD
GOLD:ga0099822	ga0099822	biolink:Attribute	GOLD
GOLD:gp0123895	gp0123895	biolink:Attribute	GOLD
GOLD:ga0099823	ga0099823	biolink:Attribute	GOLD
GOLD:gp0123894	gp0123894	biolink:Attribute	GOLD
GOLD:ga0079104	ga0079104	biolink:Attribute	GOLD
GOLD:gp0119671	gp0119671	biolink:Attribute	GOLD
GOLD:ga0099826	ga0099826	biolink:Attribute	GOLD
GOLD:gp0123896	gp0123896	biolink:Attribute	GOLD
GOLD:ga0075419	ga0075419	biolink:Attribute	GOLD
GOLD:gp0116332	gp0116332	biolink:Attribute	GOLD
GOLD:ga0075435	ga0075435	biolink:Attribute	GOLD
GOLD:gp0116348	gp0116348	biolink:Attribute	GOLD
GOLD:ga0105251	ga0105251	biolink:Attribute	GOLD
GOLD:gp0127779	gp0127779	biolink:Attribute	GOLD
GOLD:michigan_usa	michigan_usa	biolink:NamedThing	GOLD
GOLD:ga0105244	ga0105244	biolink:Attribute	GOLD
GOLD:gp0127772	gp0127772	biolink:Attribute	GOLD
GOLD:ga0105250	ga0105250	biolink:Attribute	GOLD
GOLD:gp0127778	gp0127778	biolink:Attribute	GOLD
GOLD:ga0105240	ga0105240	biolink:Attribute	GOLD
GOLD:gp0127768	gp0127768	biolink:Attribute	GOLD
GOLD:ga0111539	ga0111539	biolink:Attribute	GOLD
